,text,party_size_number,spatial_relation,facility,timeRange,sort,country,party_size_description,restaurant_type,restaurant_name,cuisine,served_dish,state,poi,city
714,book a table at the Irma Hotel in Mount Repose,,,,,,,,,Irma Hotel,,,,,Mount Repose
715,I'd like seats for one at a restaurant  in 1 hour at a place in La Madera that has parking,one,,parking,in 1 hour,,,,restaurant,,,,,,La Madera
716,book a brasserie with a pool  within the same area as my neighborhood for 5 people at 19:26,5,within the same area,pool,19:26,,,,brasserie,,,,,neighborhood,
717,Book a joint restaurant for four with an outdoor  area within the same area as Borough de Denali,four,area within the same area,outdoor,,,,,joint restaurant,,,,,Borough de Denali,
718,Find a reservation at Boone Tavern for 4 people in 10:24,4,,,10:24,,,,,Boone Tavern,,,,,
719,book a restaurant for Jul. 27,,,,Jul. 27,,,,restaurant,,,,,,
720,book a restaurant on martin luther king jr. day with parking,,,parking,martin luther king jr. day,,,,restaurant,,,,,,
721,I want to be Main Deli Steak House  near  Hendley .,,near,,,,,,,Main Deli Steak House,,,,,Hendley
722,I need a reservation for 3 hours from now with a party of nine in neighboring  Sweden,nine,neighboring,,3 hours from now,,Sweden,,,,,,,,
723,Want to eat at The Meatball Shop that's within walking distance of erica's campus,,within walking distance,,,,,,,The Meatball Shop,,,,erica's campus,
724,book a spot for five  in the same area as 72nd St,five,in the same area,,,,,,,,,,,72nd St,
725,Find me a table at a european  bar for six in the neighboring  downtown  area ,six,area,,,,,,bar,,european,,,downtown,
726,I'd like to eat salads at a restaurant,,,,,,,,restaurant,,,salads,,,
727,"Book a table for 3 at one of the Restaurants in Washington, D.C. in Riverview",3,,,,,,,,"Restaurants in Washington, D.C.",,,,,Riverview
728,book a spot for one at four AM,one,,,four AM,,,,,,,,,,
729,Book a close by  brasserie in NC .,,close by,,,,,,brasserie,,,,NC,,
730,book a meal for four in DC,four,,,meal,,,,,,,,DC,,
731,Book reservations not far from our neighborhood for a party of 2,2,not far,,,,,,,,,,,neighborhood,
732,"Please book a coffeehouse restaurant type room to accommodate gretchen, trisha and amber which serves pastelaria dish",,,,,,,"gretchen, trisha and amber",coffeehouse restaurant,,pastelaria,,,,
733,"Book a bar for six on July eighth, 2023  in the same area in Equatorial Guinea which serves rillettes .",six,in the same area,,"July eighth, 2023",,Equatorial Guinea,,bar,,,rillettes,,,
734,Find me a table for four somewhere,four,,,,,,,,,,,,,
735,Book Mars 2112 in Rwanda for 4 people.,4,,,,,Rwanda,,,Mars 2112,,,,,
736,Book a restaurant that serves pasta for 5 people.,5,,,,,,,restaurant,,,pasta,,,
737,Book a restaurant for 3 people at eighteen oclock in Saint Vincent and the Grenadines .,3,,,eighteen,,Saint Vincent and the Grenadines,,restaurant,,,,,,
738,I want to eat at a Escondida  South Carolina  restaurant for 8 people,8,,,,,,,restaurant,,,,South Carolina,,Escondida
739,book a table for ten  downtown at a close-by  restaurant,ten,close-by,,,,,,restaurant,,,,,downtown,
740,Book a restaurant for 3 in New Mexico .,3,,,,,,,restaurant,,,,New Mexico,,
741,I need a pub with a smoking room in Ucolo reserved.,,,smoking room,,,,,pub,,,,,,Ucolo
742,"I'd like a reservation at a place in Iran for neva, alice and maggie parker .",,,,,,Iran,"neva, alice and maggie parker",,,,,,,
743,book a restaurant for 4 by shawn's work  close by,4,close by,,,,,,restaurant,,,,,shawn's work,
744,I'd like to eat at an outdoor  restaurant,,,outdoor,,,,,restaurant,,,,,,
745,I want to go to 88th St-Boyd Av or close by and book seats for 10,10,close,,,,,,,,,,,88th St-Boyd Av,
746,Can I get a table at The Fort ?,,,,,,,,,The Fort,,,,,
747,Lets go eat this fall at any restaurant that has parking in Finland,,,parking,this fall,,Finland,,restaurant,,,,,,
748,"book a spot for gay ramos, janice gonzales and I at a bar in Timbo",,,,,,,"gay ramos, janice gonzales and I",bar,,,,,,Timbo
749,I want to book a restaurant  in the same area where I live in MA for ebony and yolanda .,,in the same area,,,,,ebony and yolanda,restaurant,,,,MA,,
750,Book me a restaurant for nine in Statham,nine,,,,,,,restaurant,,,,,,Statham
751,book french food for me and angeline at a restaurant,,,,,,,me and angeline,restaurant,,french,,,,
752,I need a table in one hour from now at somewhere not far from LA,,not far,,in one hour,,,,,,,,LA,,
753,"Book reservations at a restaurant in Niue for me, edna and glenda",,,,,,Niue,"me, edna and glenda",restaurant,,,,,,
754,book a highly rated place in IN  in seven years at a pub,,,,in seven years ,highly rated,,,pub,,,,IN,,
755,book a spot for seven at a bar with chicken french,seven,,,,,,,bar,,,chicken french,,,
756,"Please book me a restaurant reservation at First Watch in Douglas , Maine .",,,,,,,,restaurant,First Watch,,,Maine,,Douglas
757,book a spot at a pub that has trottole for their meal,,,,meal,,,,pub,,,trottole,,,
758,I want to dine in Luray,,,,,,,,,,,,,,Luray
759,book in Bolivia a brasserie for tourte food,,,,,,Bolivia,,brasserie,,,tourte,,,
760,I'd like to eat at a neighboring  downtown  restaurant with a party of 2,2,neighboring,,,,,,restaurant,,,,,downtown,
761,book Bridge Round House for one at meal time in Democratic Republic of the Congo  close ,one,close,,meal,,Democratic Republic of the Congo,,,Bridge Round House,,,,,
762,book a restaurant for tortelloni for eight,eight,,,,,,,restaurant,,,tortelloni,,,
763,I would like to book Thomas Hynes House for 6 in Minnesota,6,,,,,,,,Thomas Hynes House,,,Minnesota,,
764,Book a table for my granddaughter and I at the restaurant .,,,,,,,my granddaughter and I,restaurant,,,,,,
765,Book a restaurant reservation in Hong Kong,,,,,,Hong Kong,,restaurant,,,,,,
766,find an outdoor facility for midday in Datil at a pub for six,six,,outdoor,midday,,,,pub,,,,,,Datil
767,Book a table for 10 at Top Pot Doughnuts,10,,,,,,,,Top Pot Doughnuts,,,,,
768,book a table for chasity and I in Vanuatu,,,,,,Vanuatu,chasity and I,,,,,,,
769,"Please book seating for one person at an indoor  restaurant that serves breakfast in Nicholasville , Tennessee",one,,indoor,breakfast,,,,restaurant,,,,Tennessee,,Nicholasville
770,I'd like to go to a pizzeria  within walking distance of Hutchinson,,within walking distance,,,,,,pizzeria,,,,,,Hutchinson
771,Get me reservations for seven at a restaurant in PW that serves tourte .,seven,,,,,,,restaurant,,,tourte,PW,,
772,"book a restaurant in Fort Gates , FL",,,,,,,,restaurant,,,,FL,,Fort Gates
773,"I'd like to go to the Venetian Theatre in Gabon , party of seven",seven,,,,,Gabon,,,Venetian Theatre,,,,,
774,Book me a restaurant that serves festoni for eight in New Hampshire,eight,,,,,,,restaurant,,,festoni,New Hampshire,,
775,book a spot for one at a food court in Riddlesburg,one,,,,,,,food court,,,,,,Riddlesburg
776,Book a party of 4 at Eddieâs Attic,4,,,,,,,,Eddieâs Attic,,,,,
777,Find me a nice restaurant in Mulvane .,,,,,,,,restaurant,,,,,,Mulvane
778,my great grandfather and I would like to get together at a taverna .,,,,,,,my great grandfather and I,taverna,,,,,,
779,"book a table in Mississippi on May nineteenth, 2034 for me, silvia and sandy",,,,"May nineteenth, 2034",,,"me, silvia and sandy",,,,,Mississippi,,
780,"in eight seconds , I'd like reservations at a food court that serves sardinian food in Pidcoke .",,,,in eight seconds,,,,food court,,sardinian,,,,Pidcoke
781,I want to book a restaurant for ten  this summer,ten,,,this summer,,,,restaurant,,,,,,
782,"Book a reservation for one at an italian  taverna for two PM in Hutchings , North Dakota",one,,,two PM,,,,taverna,,italian,,North Dakota,,Hutchings
783,book a churrascaria in Macao on May the twenty-third,,,,May the twenty-third,,Macao,,churrascaria,,,,,,
784,Book a reservation for a pub serving gateau in MS,,,,,,,,pub,,,gateau,MS,,
785,Book a reservation for six for a tyrolean  oyster bar,six,,,,,,,oyster bar,,tyrolean,,,,
786,Book me a reservation for Fatty Crew  in 13 weeks in Haskell,,,,in 13 weeks,,,,,Fatty Crew,,,,,Haskell
787,Make me a reservation at a fast food restaurant for elba and corina at a restaurant with parking,,,parking,,,,elba and corina,restaurant,,,,,,
788,book Itsu for Tonight,,,,Tonight,,,,,Itsu,,,,,
789,book The Kegs Drive-In  in 37 weeks in Saudi Arabia,,,,in 37 weeks,,Saudi Arabia,,,The Kegs Drive-In,,,,,
790,I'd like a table at a top-rated  tea house with javanese cuisine this week in Germany,,,,this week,top-rated,Germany,,tea house,,javanese,,,,
791,book a restaurant for me and my mother in law in Montserrat,,,,,,Montserrat,me and my mother in law,restaurant,,,,,,
792,Book me a table at a top-rated  tea house in Suriname,,,,,top-rated,Suriname,,tea house,,,,,,
793,I want seats for four at a place in RI,four,,,,,,,,,,,RI,,
794,book a spot for selma and molly at a steakhouse with saucisse that is close-by  McSherrystown,,close-by,,,,,selma and molly,steakhouse,,,saucisse,,McSherrystown,
795,Book a restaurant in the Maldives  in one second .,,,,in one second,,Maldives,,restaurant,,,,,,
796,Reserve me a resturant for 5 at seventeen o'clock,5,,,seventeen o'clock,,,,,,,,,,
797,book a tavern on lincoln's birthday/lincoln's day,,,,lincoln's birthday/lincoln's day,,,,tavern,,,,,,
798,Book a table for three people at John Pearson Soda Works in Mauritius .,three,,,,,Mauritius,,,John Pearson Soda Works,,,,,
799,I need a table in neighboring  Carencro at the Bridge Round House,,neighboring,,,,,,,Bridge Round House,,,,,Carencro
800,I need seats for 10 at a highly rated  restaurant,10,,,,highly rated,,,restaurant,,,,,,
801,book a spot for 9  in thirty three days at Ringlestone Inn  close to Grenada,9,close,,in thirty three days,,Grenada,,,Ringlestone Inn,,,,,
802,I'd like a table for 10 at a distant place downtown for next fall,10,distant,,next fall,,,,,,,,,downtown,
803,Book a restaurant for eight people in six years .,eight,,,in six years,,,,restaurant,,,,,,
804,I would like a table at a taverna with croquembouche for 1 minute from now,,,,1 minute from now,,,,taverna,,,croquembouche,,,
805,Reserve a table for 8 in neighboring  Hitchland .,8,neighboring,,,,,,,,,,,,Hitchland
806,I want to book a highly rated  fast food restaurant  now .,,,,now,highly rated,,,fast food restaurant,,,,,,
807,Find a table somewhere for me and my step mother in Graniteville  DE,,,,,,,me and my step mother,,,,,DE,,Graniteville
808,Please reserve a spot at Ballachulish House .,,,,,,,,,Ballachulish House,,,,,
809,I would like an outdoor  cafeteria for 3,3,,outdoor,,,,,cafeteria,,,,,,
810,book a table for ten people at a restaurant that serves noodle,ten,,,,,,,restaurant,,,noodle,,,
811,Book a table for a party of 7  next year in ID .,7,,,next year,,,,,,,,ID,,
812,"Book me a reservation at a burger  joint  close-by  Choate on july 16th, 2022",,close-by,,"july 16th, 2022",,,,joint,,,burger,,,Choate
813,table for two on Nov. fifteenth,two,,,Nov. fifteenth,,,,,,,,,,
814,book a spot at a restaurant  faraway from 138th St,,faraway,,,,,,restaurant,,,,,138th St,
815,Reserve a table for 1 person in WI .,1,,,,,,,,,,,WI,,
816,I would like to book a restaurant for 9 on Dec. 13,9,,,Dec. 13,,,,restaurant,,,,,,
817,Book a bar for 6 that has stuffed ham and isn't too faraway from Canarsie - Rockaway Parkway on bennington battle day .,6,faraway,,bennington battle day,,,,bar,,,stuffed ham,,Canarsie - Rockaway Parkway,
818,book a spot for ten in Upper Marlboro  PR,ten,,,,,,,,,,,PR,,Upper Marlboro
819,"I would like to book a table at a delicatessen in punjabi for me, angela and vilma",,,,,,,"me, angela and vilma",delicatessen,,punjabi,,,,
820,"Get me a table for sonya, rebekah and I at a restaurant in Latvia .",,,,,,Latvia,"sonya, rebekah and I",restaurant,,,,,,
821,book a table for 3  far from Tullytown at a coffeehouse with a smoking room,3,far,smoking room,,,,,coffeehouse,,,,,Tullytown,
822,"Book a reservation for a restaurant in Stonewood , GU",,,,,,,,restaurant,,,,GU,,Stonewood
823,I'd like to eat around  ID on august the 16th with a party of 8,8,around,,august the 16th,,,,,,,,ID,,
824,Reserve in Bermuda a food court  near  jan and I,,near,,,,Bermuda,jan and I,food court,,,,,,
825,book a spot for 6 in Pilot Mound  Palau on feb. the twenty-fourth,6,,,feb. the twenty-fourth,,,,,,,,Palau,,Pilot Mound
826,at thirteen o'clock book a table for margie and I in Vanuatu,,,,thirteen o'clock,,Vanuatu,margie and I,,,,,,,
827,"book Tun Tavern for shawna davis, michelle and lizzie in Vermont",,,,,,,"shawna davis, michelle and lizzie",,Tun Tavern,,,Vermont,,
828,"I want to book a restaurantin Perrytown  Missouri for candice, jeannie and nichole .",,,,,,,"candice, jeannie and nichole",,,,,Missouri,,Perrytown
829,book a bar table for Tonight for rajasthani food,,,,Tonight,,,,bar,,rajasthani,,,,
830,book a eggo serving brasserie for ten,ten,,,,,,,brasserie,,,eggo,,,
831,Can you make reservations for a party of eight in Iowa,eight,,,,,,,,,,,Iowa,,
832,"I'm looking to get reservations for me, jillian and louella at a restaurant that is faraway from TX .",,faraway,,,,,"me, jillian and louella",restaurant,,,,TX,,
833,"I'd like a table in a smoking room in a taverna on sep. 23, 2023",,,smoking room,"sep. 23, 2023",,,,taverna,,,,,,
834,Book me a restaurant reservation in Fiji for zero am,,,,zero am,,Fiji,,restaurant,,,,,,
835,Book a spot at a taverna for my cousin and I in Burundi,,,,,,Burundi,my cousin and I,taverna,,,,,,
836,Can  book a pizzeria that will serve a cupcake ?,,,,,,,,pizzeria,,,cupcake,,,
837,book a table for 2 at a highly rated  restaurant  within walking distance of taverna  OK,2,within walking distance,,,highly rated,,,taverna,,,,OK,,
838,I would like a restaurant reservation for this year for 4 people.,4,,,this year,,,,restaurant,,,,,,
839,I would like to book a food truck for my friend and I ,,,,,,,my friend and I,food truck,,,,,,
840,Book reservations for five at Eleven Madison Park  today  within walking distance from Flaxton,five,within walking distance,,today,,,,,Eleven Madison Park,,,,,Flaxton
841,I need a reservation for three people at a spa  restaurant  in two hundred thirty seven days,three,,spa,in two hundred thirty seven days,,,,restaurant,,,,,,
842,book a spot for ten at a pub that has umbrian in NV on feb. the fourth,ten,,,feb. the fourth,,,,pub,,umbrian,,NV,,
843,Book a table for mamie and maria at a south tyrolean  restaurant  within walking distance from Fisk Av-69th St .,,within walking distance,,,,,mamie and maria,restaurant,,south tyrolean,,,Fisk Av-69th St,
844,book for lobster newberg  this week in Malaysia at a restaurant for four,four,,,this week,,Malaysia,,restaurant,,,lobster newberg,,,
845,Book a reservation for seven people at a steakhouse in Kenya,seven,,,,,Kenya,,steakhouse,,,,,,
846,I want to eat at a pickled cucumber  brasserie  in 12 months,,,,in 12 months,,,,brasserie,,,pickled cucumber,,,
847,Book a restasurant in Pohick  Delaware .,,,,,,,,,,,,Delaware,,Pohick
848,"book a table at a restaurant  within the same area as The Octagon, Christchurch in Allentown",,within the same area,,,,,,restaurant,"The Octagon, Christchurch",,,,Allentown,
849,"Book Childs Restaurants in Bruno for 1 person on October 6th, 2019 .",1,,,"October 6th, 2019",,,,,Childs Restaurants,,,,,Bruno
850,book a spot for six at Bear Hotel  in 5 seconds ,six,,,in 5 seconds,,,,,Bear Hotel,,,,,
851,Book a restaurant that serves agnolotti in Colorado City  Idaho .,,,,,,,,restaurant,,,agnolotti,Idaho,,Colorado City
852,book a spot in town  in the same area as me,,in the same area,,,,,,,,,,,in town,
853,Find a reservation for a highly rated  steakhouse in China for a party of five at 05:51:52,five,,,05:51:52,highly rated,China,,steakhouse,,,,,,
854,Find a reservation for eight at Rhodes Twenty Four in GU,eight,,,,,,,,Rhodes Twenty Four,,,GU,,
855,"book a restaurant in Clawson , MS for one",one,,,,,,,restaurant,,,,MS,,Clawson
856,"book a restaurant in North Dakota for my child and I on november seventh, 2037",,,,"november seventh, 2037",,,my child and I,restaurant,,,,North Dakota,,
857,I'd like to get reservations for four at a restaurant that serves apple sauce .,four,,,,,,,restaurant,,,apple sauce,,,
858,I need a reservation for Maid-Rite Sandwich Shop in Home Gardens,,,,,,,,,Maid-Rite Sandwich Shop,,,,,Home Gardens
859,me and my mummy want to go to an indian  bar  next winter  within the same area of Cortelyou Rd,,within the same area,,next winter,,,me and my mummy,bar,,indian,,,Cortelyou Rd,
860,Book a reservation for three at Clinton Street Baking Company & Restaurant,three,,,,,,,,Clinton Street Baking Company & Restaurant,,,,,
861,Please book a table for 10 at a faraway  top-rated  brasserie in Malaysia on Oct. the thirteenth .,10,faraway,,Oct. the thirteenth,top-rated,Malaysia,,brasserie,,,,,,
