,text,artist,entity_name,playlist_owner,playlist,music_item
858,I want to put sons of the sea on the pulse of americana playlist,,sons of the sea,,the pulse of americana,
859,Play Disco Tango to Power Walk,,Disco Tango,,Power Walk,
860,For my playlist chill add the name Cater Fe She,,Cater Fe She,my,chill,
861,add track to This Is ZezÃ© Di Camargo & Luciano playlist,,,,This Is ZezÃ© Di Camargo & Luciano,track
862,add Put Your Hand Inside the Puppet Head to the playlist named Lazy Chill Afternoon,,Put Your Hand Inside the Puppet Head,,Lazy Chill Afternoon,
863,add The Little House We Built onto mucho rap,,The Little House We Built,,mucho rap,
864,add track to rapcaviar,,,,rapcaviar,track
865,"add artist  Fabri Fibra to This Is Earth, Wind & Fire",Fabri Fibra,,,"This Is Earth, Wind & Fire",artist
866,add this song to the Top 100 Indie Tracks on Spotify playlist,,,,Top 100 Indie Tracks on Spotify,song
867,Put this album in shuffle syndrome,,,,shuffle syndrome,album
868,Add a song to my playlist Black History Salute,,,my,Black History Salute,song
869,put Before the Eulogy onto Acoustic Blues,,Before the Eulogy,,Acoustic Blues,
870,"I want to send music to ann's lists from SIR John Winston Ono Lennon , put it on her Infinite Indie Folk list",,SIR John Winston Ono Lennon,ann's,Infinite Indie Folk,
871,want to add this Nick Mason  tune to the Sylvia Plath playlist,Nick Mason,,,Sylvia Plath,tune
872,add saxophone supremacy to ofelia's  calm before the storm playlist,,saxophone supremacy,ofelia's,calm before the storm,
873,Add there is nothing like a dame to my playlist Guest List TaKe,,there is nothing like a dame,my,Guest List TaKe,
874,Add big bill broonzy to my  Impulso Creativo,big bill broonzy,,my,Impulso Creativo,
875,add album to my  piano ballads,,,my,piano ballads,album
876,put glenn stetson to my  your daily routine playlis,glenn stetson,,my,your daily routine,
877,add tune to Electro Workout,,,,Electro Workout,tune
878,Add bright and breezy to my  This Is Gucci Mane playlist,,bright and breezy,my,This Is Gucci Mane,
879,I would like this song added to my  princesas indie playlist.,,,my,princesas indie,song
880,Add the artist  Michael Schenker to ina's  this is jennifer lopez playlist,Michael Schenker,,ina's,this is jennifer lopez,artist
881,add the artist  joseph meyer to my  mad cool festival 2017 playlist,joseph meyer,,my,mad cool festival 2017,artist
882,Put transatlantic lullaby on sharlene's  napoleon xiv playlist,napoleon xiv,,sharlene's,transatlantic lullaby,
883,add Rakim y Ken Y to my  Gold Edition playlist,Rakim y Ken Y,,my,Gold Edition,
884,add this artist to my  Pop Punk's Not Dead,,,my,Pop Punk's Not Dead,artist
885,add this artist to primavera sound 2016 barcelona,,,,primavera sound 2016 barcelona,artist
886,Add the entire album into indie espaÃ±ol,,,,indie espaÃ±ol,album
887,add track to my  Gold Edition playlist,,,my,Gold Edition,track
888,Add the artist  Borys Ljatoschynskyj to my  under the surface playlist,Borys Ljatoschynskyj,,my,under the surface,artist
889,Add John Tesh to my  salsa classics playlist,John Tesh,,my,salsa classics,
890,Add another song to my  88 keys playlist.,,,my,88 keys,song
891,Add the artist  jill vidal to my  SinfonÃ­a Hipster playlist,jill vidal,,my,SinfonÃ­a Hipster,artist
892,I want to add Mark Boston to my  Power Walk list,Mark Boston,,my,Power Walk,
893,Put sita on bettie's  global funk playlist,sita,,bettie's,global funk,
894,Add lari white  song to my  Soulful Disco playlist,lari white,,my,Soulful Disco,song
895,Add gregory douglass to my  WHM list,gregory douglass,,my,WHM,
896,add go to The MetalSucks Playlist,,go,,The MetalSucks Playlist,
897,Add track to novedades viernes sudamÃ©rica,,,,novedades viernes sudamÃ©rica,track
898,Add javine hylton to my  evening playlist,javine hylton,,my,evening,
899,Add this tune to the Heavy Gamer playlist.,,,,Heavy Gamer,tune
900,For my playlist jazzy dinner add the name Kick Over the Traces,,Kick Over the Traces,my,jazzy dinner,
901,Add tune to Genuine R&B,,,,Genuine R&B,tune
902,Add mike mantler to playlist girls' night,mike mantler,,,girls' night,
903,Put this tune on my  get your mind right playlist,,,my,get your mind right,tune
904,Please include Emily Remler in Indie Bluegrass,Emily Remler,,,Indie Bluegrass,
905,I want to put roberto valverde into my  Ultra Metal list,roberto valverde,,my,Ultra Metal,
906,add john brown to my  Dinnertime Acoustics,,john brown,my,Dinnertime Acoustics,
907,add track to All Out 70s,,,,All Out 70s,track
908,add to laundry playlist with this song,,,,laundry,song
909,add Troy Andrews to my  pop punk powerhouses,Troy Andrews,,my,pop punk powerhouses,
910,put this frederick knight  track on my  the midnight hour playlist,frederick knight,,my,the midnight hour,track
911,add Marching Band to miami 2017 guest list,,Marching Band,,miami 2017 guest list,
912,add this album to my  forever country playlist,,,my,forever country,album
913,add Bedroom Jams to album,,,,Bedroom Jams,album
914,Add I Almost Lost My Mind to my  bossa nova dinner playlist.,,I Almost Lost My Mind,my,bossa nova dinner,
915,For the playlist running power add the name The Best Is Yet to Come,,The Best Is Yet to Come,,running power,
916,add the essential jacksons to my  Perfect Concentration,,the essential jacksons,my,Perfect Concentration,
917,Add an abrar ul haq  track to my playlist Soul Lounge,abrar ul haq,,my,Soul Lounge,track
918,put this album on my  conexiones list,,,my,conexiones,album
919,put Kids of the Black Hole onto my  90s por siempre playlist,,Kids of the Black Hole,my,90s por siempre,
920,Add judge jules to instrumental study,judge jules,,,instrumental study,
921,Add to ila's playlist A Mi Manera Recopilatorio the name my heart stood still,,my heart stood still,ila's,A Mi Manera Recopilatorio,
922,Add a tune to my  this is marc anthony playlist,,,my,this is marc anthony,tune
923,Add histoires sans paroles to my  Women of K-Pop list,,histoires sans paroles,my,Women of K-Pop,
924,"I want to add george formby, jr to the family favorites playlist","george formby, jr",,,family favorites,
925,add adele onto funtime activity playlist,adele,,,funtime activity,
926,Add another tune to my  Trance Life playlist.,,,my,Trance Life,tune
927,Please add Iris DeMent to my playlist this is selena,Iris DeMent,,my,this is selena,
928,Add another tune to my  Pumping Iron playlist.,,,my,Pumping Iron,tune
929,Add this album to sheri's playlist journey,,,sheri's,journey,album
930,add this artist to disco fever playlist,,,,disco fever,artist
931,Add the artist  tom cochrane to new york groove,tom cochrane,,,new york groove,artist
932,Add Sabrina Salerno to the Grime Instrumentals playlist,Sabrina Salerno,,,Grime Instrumentals,
933,Add to playlist Confidence Boost  Here Comes Santa Claus,,Here Comes Santa Claus,,Confidence Boost,
934,add Deus Deceptor to Dance Workout,,Deus Deceptor,,Dance Workout,
935,Add a Tom Thacker  tune to my  rock classics,Tom Thacker,,my,rock classics,tune
936,Place Raise Your Fist onto year in metal 2016 .,,Raise Your Fist,,year in metal 2016,
937,add this artist to spring music,,,,spring music,artist
938,Add Kloden drejer to my  listas de Ã©xitos playlist,,Kloden drejer,my,listas de Ã©xitos,
939,Add Marianne Faithfull to june's  Hillary Clinton's Women's History Month Playlist .,Marianne Faithfull,,june's,Hillary Clinton's Women's History Month Playlist,
940,Add another track to my  Catch 'Em All playlist.,,,my,Catch 'Em All,track
941,Add Omoide wa Okkusenman to an instrumental sunday,,Omoide wa Okkusenman,,an instrumental sunday,
942,Add a track to my  classical feast playlist.,,,my,classical feast,track
943,Add Sam Moore to lo mejor de los 00's,Sam Moore,,,lo mejor de los 00's,
944,add tune to my  this is john williams playlist,,,my,this is john williams,tune
945,Please put an album by Joseph Meyer on my  POP GOES THE 80s playlist,Joseph Meyer,,my,POP GOES THE 80s,album
946,add ojuelegba to trabajo ritmos dance,,ojuelegba,,trabajo ritmos dance,
947,Include Kunnon syy in my  Trap Land playlist.,,Kunnon syy,my,Trap Land,
948,Put an inyecciÃ³n musical  track in the nanette's playlist.,,,nanette's,inyecciÃ³n musical,track
949,I want to add a tune by Damon Johnson to my  frescura indie playlist,Damon Johnson,,my,frescura indie,tune
950,add Puzzles Like You in my playlist Reggae,,Puzzles Like You,my,Reggae,
951,add xsuie in Your Favorite Coffeehouse,,xsuie,,Your Favorite Coffeehouse,
952,Add Tsubasa Imai to my  Another Glass playlist,Tsubasa Imai,,my,Another Glass,
953,add this artist to my  Guilty Pleasures playlist,,,my,Guilty Pleasures,artist
954,add heresy and the hotel choir to the evening acoustic playlist,,heresy and the hotel choir,,evening acoustic,
955,Add singing in the trees to rena's  Lo mejor de Radio 3 playlist.,,singing in the trees,rena's,Lo mejor de Radio 3,
956,Include Jesper Kyd in the Grime Instrumentals playlist,Jesper Kyd,,,Grime Instrumentals,
957,add Devil Pray to my  party list,,Devil Pray,my,party,
958,add ivan mane jarnowick to Fusion Fest,ivan mane jarnowick,,,Fusion Fest,
959,Add a jacob miller  album to my  Hardcore Punk playlist.,jacob miller,,my,Hardcore Punk,album
960,Add Jamaica Say You Will to my  metal,,Jamaica Say You Will,my,metal,
961,Add Shooter Jennings to the All Out 70s playlist.,Shooter Jennings,,,All Out 70s,
962,The Sleep Machine Rainforest playlist needs another tune,,,,The Sleep Machine Rainforest,tune
963,add joan wasser to running playlist,joan wasser,,,running,
964,Add seek & destroy to Sin Ti playlist,,seek & destroy,,Sin Ti,
965,Add artist  Matt Noveskey to journey,Matt Noveskey,,,journey,artist
966,add Sara Carter to my  Nothing But A Party R&B,Sara Carter,,my,Nothing But A Party R&B,
967,I want novena on a nocturn added to the playlist called Gold Edition,,novena on a nocturn,,Gold Edition,
968,add count von cosels obsession to Jazzy Romance,,count von cosels obsession,,Jazzy Romance,
969,please add this Rex Griffin  tune to the Steampunk playlist,Rex Griffin,,,Steampunk,tune
970,marcia carolus rex should get added to my  Women of SXSW playlist,,marcia carolus rex,my,Women of SXSW,
971,add this album by don reno to my playlist named indiespain,don reno,,my,indiespain,album
972,For my  Crossfit playlist add The Soul Sessions Volume 2,,The Soul Sessions Volume 2,my,Crossfit,
973,Add camille to the This Is Lady Antebellum playlist,camille,,,This Is Lady Antebellum,
974,add jeanette to extreme metal workout,jeanette,,,extreme metal workout,
975,add Sirusho to the 50 ClÃ¡sicos playlist,Sirusho,,,50 ClÃ¡sicos,
976,add tune to my  instrumental funk playlist,,,my,instrumental funk,tune
977,Add artist  chris squire to my  The Birth of Cool playlist,chris squire,,my,The Birth of Cool,artist
978,Put some mac wiseman in my  latino caliente playlist.,mac wiseman,,my,latino caliente,
979,I wish to add this album to the dinner playlist,,,,dinner,album
980,Add child owlet to my  Sleep Sounds playlist,,child owlet,my,Sleep Sounds,
981,Add Family Tree to conexiones,,Family Tree,,conexiones,
982,Add the tune to my  chill hits playlist.,,,my,chill hits,tune
983,Add Bonga to the Black Sabbath The Dio Years playlist,Bonga,,,Black Sabbath The Dio Years,
984,Add Fra Mols til Skagen to my  this is trey songz playlist,,Fra Mols til Skagen,my,this is trey songz,
985,Add this tune to my  Indie Reflection Playlist,,,my,Indie Reflection,tune
986,I want a Mi Lu Bing  song in my  Pop Dance playlist.,Mi Lu Bing,,my,Pop Dance,song
987,add MG The Visionary to my  Dubstep playlist,MG The Visionary,,my,Dubstep,
988,add what if punk never happened to autumn,,what if punk never happened,,autumn,
989,add Novedades Pop to my  all out of luck list,,all out of luck,my,Novedades Pop,
990,Add Troy van Leeuwen to my  nu metal list,Troy van Leeuwen,,my,nu metal,
991,Add the singer Maxine Nightingale to the Spanish Beat playlist.,Maxine Nightingale,,,Spanish Beat,
992,add Tarte to bandas sonoras playlist,,Tarte,,bandas sonoras,
993,add jeff burrows  album to my  Country Hits playlist,jeff burrows,,my,Country Hits,album
994,add this tune to my  Rock This,,,my,Rock This,tune
995,Add impossible is nothing to SPA Treatment,,impossible is nothing,,SPA Treatment,
996,Add a tune to Skylar Diggins' Training Mix,,,,Skylar Diggins' Training Mix,tune
997,Add a track to my playlist funk outta here,,,my,funk outta here,track
998,Add morten harket to this is puccini,morten harket,,,this is puccini,
999,add Chrome Reflection to my  throwback thursday playlist,,Chrome Reflection,my,throwback thursday,
1000,Add a song to the para dormir playlist.,,,,para dormir,song
1001,Add cecil womack to my  50 Great Female Voices playlist.,cecil womack,,my,50 Great Female Voices,
1002,Put Ron Wood in the Digster Reggae playlist.,Ron Wood,,,Digster Reggae,
1003,Add album to princesas indie,,,,princesas indie,album
1004,Add Andreas Johnson to my  Rock Save The Queen playlist,Andreas Johnson,,my,Rock Save The Queen,
1005,Add this song to year in metal 2016,,,,year in metal 2016,song
1006,add this album to my  de camino a clase playlist,,,my,de camino a clase,album
1007,Can you put some monifah on my  disco fever playlist,monifah,,my,disco fever,
1008,please add this song to Madden NFL 16,,,,Madden NFL 16,song
1009,"add kenneth c ""jethro"" burns songs in my playlist soundscapes for gaming","kenneth c ""jethro"" burns",,my,soundscapes for gaming,
1010,add a j mclean to rock to work,a j mclean,,,rock to work,
1011,Add the song to the pure seduction playlists,,,,pure seduction,song
1012,Add this track by Brian Welch to the spring music playlist,Brian Welch,,,spring music,track
1013,Add artist  hex hector to my  old school death metal playlist,hex hector,,my,old school death metal,artist
1014,I'd like to move the artist named Matt Walker to the playlist grandes unplugged,Matt Walker,,,grandes unplugged,artist
1015,Add Every Song Is a Cry for Love to my playlist Soul 'n' The City,,Every Song Is a Cry for Love,my,Soul 'n' The City,
1016,please add John Deacon to the funtime activity playlist,John Deacon,,,funtime activity,
1017,add bert mccracken  tune  lo que suena new york playlist,bert mccracken,,,lo que suena new york,tune
1018,"Add Star Light, Star Bright to my  jazz classics playlist.",,"Star Light, Star Bright",my,jazz classics,
1019,Edit Classic Road Trip Songs put on Sammy Cahn,Sammy Cahn,,,Classic Road Trip Songs,
1020,add agua y sal in Classic Jazz Funk,,agua y sal,,Classic Jazz Funk,
1021,add this song by torch to my  Sing Along playlist,torch,,my,Sing Along,song
1022,Add Jerry Dixon to my  chill out list,Jerry Dixon,,my,chill out,
1023,add antisleep volume 04 in All Out 70s playlist,,antisleep volume 04,,All Out 70s,
1024,Add artist to my  80'S PARTY,,,my,80'S PARTY,artist
1025,Add a tune to my playlist Women of K-Pop,,,my,Women of K-Pop,tune
1026,add album to my  I Love My 90's R&B,,,my,I Love My 90's R&B,album
1027,Add tune to my  Folk Music At The Gaslight CafÃ©,,,my,Folk Music At The Gaslight CafÃ©,tune
1028,Add Heart Like a Hurricane to digster soul classics,,Heart Like a Hurricane,,digster soul classics,
